0;0
1;0
2;0
3;0
4;0
5;0
6;0
7;0
8;0
9;0
10;0
11;0
12;0
13;0
14;0
15;0
16;0
17;0
18;0
19;0
20;0
21;0
22;1281
23;3586
24;8143
25;2425
26;3781
27;1288
28;1022
29;2680
30;5127
31;8
32;4941
33;1309
34;3725
35;7034
36;5434
37;8904
38;2242
39;8363
40;3645
41;2088
42;499
43;685
44;260
45;1996
46;592
47;65
48;0
49;1
50;5
51;1110
52;37
53;701
54;8
55;1
56;0
57;1
58;7
59;0
60;0
61;0
62;0
63;17
64;1
65;1
66;1
67;0
68;0
69;0
70;1
71;5
72;1
73;39
74;2
75;0
76;0
77;0
78;0
79;0
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;0
98;0
99;0
100;0
